doc_id,text,approach,domain,evidence_type,source_type,source_title,source_file,paragraph_index
excerpt_781,"The relevant point here is that the surface similarity of the model to the target can make a big difference to children’s competence. Performance declines, for example, if one changes the slipcovers on the furniture, or the shape of the table, making the similarity between the two spaces less obvious (see also Gentner & Toupin, 1986). Surface similarity assists children’s ability to see relations between two spaces and to apply knowledge acquired in one space to another space. Research on familiarity and cognitive processing also suggests that surface similarity assists transfer. One can connect the new to what one already knows because one sees the similarity.",Montessori,Academic/Cognitive,Study,excerpt,Meaningful Contexts for Learning,excerpt_dataset,
excerpt_782,"The effects of similarity on learning appear not only when the content is similar, but also when the context in which one learns is similar. A classic study showing this had divers learn lists of words either underwater or on dry land (Godden & Baddeley, 1975). When later tested on the lists, those who studied in the same place in which they were tested remembered about 40% more words than those who switched contexts. This suggests that consistency across contexts may improve people’s ability to use information from one context in another one (Willingham, 2001).",Montessori,Academic/Cognitive,Study,excerpt,Meaningful Contexts for Learning,excerpt_dataset,
excerpt_783,"These same findings apply across the curriculum. When materials are more obviously similar, people are more likely to transfer learning. In traditional schools, such similarity is rare. Different textbook programs are used from year to year, and programs are changed frequently, so consistency in notations and symbols is not easily achieved. Consistency across disciplines is also not found. ""At present, our various research specialties -- science researchers, math researchers, literacy researchers, and so forth -- reflect the structure of the academy rather than the structure of the school day. Classroom teachers who recognize the problem of fragmentation must either strive to connect subjects on their own or let the pieces fall where they may"" (Wineburg & Grossman, 2001, p. 489).",Traditional,Academic/Cognitive,Example,excerpt,Meaningful Contexts for Learning,excerpt_dataset,
excerpt_784,"Another condition under which transfer is more likely is when the relationship between the instruction and the application is made very clear. In the study of Nepali apprentice shopkeepers mentioned earlier, the shopkeepers themselves were also among the students. Whereas the apprentices did not transfer knowledge, the shopkeepers did (Beach, 1995). Their understanding of the math presented in the class was more flexible than was that of the apprentices, presumably because of their familiarity with the situations to which they needed to apply the knowledge.",Montessori,Academic/Cognitive,Study,excerpt,Meaningful Contexts for Learning,excerpt_dataset,
excerpt_785,"In the DeLoache model room studies as well, making clear to children the correspondence between the model and the room is crucial to success for children who do pass: when the relationship is not explicitly pointed out, even 3-year-olds fail to use the model as a symbol for the larger room.",Montessori,Academic/Cognitive,Study,excerpt,Meaningful Contexts for Learning,excerpt_dataset,
excerpt_786,"Another case of successful transfer when the application of information was made clear is a study involving the sexing of chickens (Biederman & Shiffrar, 1987). ... For those told about the feature, the context of its application was clear: they knew the feature was relevant to the sexing of chicks. The informed participants went on to sex chickens at the same level of proficiency as expert sexers, whereas those who were not told about the feature performed at chance on difficult-to-classify chickens. When the application of abstract information is made clear, transfer to the real context of use can occur.",Montessori,Academic/Cognitive,Study,excerpt,Meaningful Contexts for Learning,excerpt_dataset,
excerpt_787,"Another classic example in which explicit verbal instruction successfully aided transfer of knowledge from one situation to another is found in studies examining children’s accuracy in hitting underwater targets with darts (e.g., Hendrickson & Schroeder, 1941). ... Those who had been given the light-refraction lesson were much more accurate in throwing the darts at the newly located target ... than were those without the information. Again, knowing an abstract rule has assisted performance when the rule was given with particular and clear reference to its application.",Montessori,Academic/Cognitive,Study,excerpt,Meaningful Contexts for Learning,excerpt_dataset,
excerpt_788,"Another study showing successful transfer when applicability was made clear involved telling college students a story problem and its solution, from which they had to abstract a general rule and then apply that rule to a second story problem (Gick & Holyoak, 1980). … After reading these passages, very few college students were able to solve the second problem. However, when explicitly told to use the military problem information in solving the medical problem, 90% were able to solve it. Again, then, when the applicability of one situation to another one is made clear, people of all ages are more likely to be able to apply to one setting information gleaned in another setting.",Montessori,Academic/Cognitive,Study,excerpt,Meaningful Contexts for Learning,excerpt_dataset,
excerpt_789,"The studies reported here demonstrate the importance of understanding how what one is doing connects to other aspects of one’s life beyond the learning situation. The manner in which information is traditionally taught in school requires that teachers make a special effort to establish those connections; lectures and recitation of abstract rules alone do not suffice. The education professor Jo Boaler’s three-year intensive study of two school programs in the United Kingdom is illustrative of how even apparently excellent traditional schooling can fail on this account (Boaler, 1997).",Traditional,Academic/Cognitive,Study,excerpt,Meaningful Contexts for Learning,excerpt_dataset,
excerpt_790,One important finding … was that the Amber Hill children performed well only on questions similar to those in their textbooks … They did not seem to know how to apply the learning from the classroom to problems that did not look exactly like the textbook problems. … They thus exemplified the transfer problem cited earlier: inability to apply classroom learning to new contexts.,Traditional,Academic/Cognitive,Study,excerpt,Meaningful Contexts for Learning,excerpt_dataset,
excerpt_791,"Children from Phoenix Park … demonstrated more flexible use of mathematics and were able to apply knowledge to situations they had not previously encountered. … Long-term retention among Phoenix Park students was about twice that of the Amber Hill students. … Whenever a problem asked for deeper understanding, or for application to a new situation, the Phoenix Park children did well.",Montessori,Academic/Cognitive,Study,excerpt,Meaningful Contexts for Learning,excerpt_dataset,
excerpt_792,"Montessori materials have both surface and deep structural similarities both within classrooms and across levels. The same materials are often used in presenting different lessons or concepts, making materials familiar and reducing the encoding demands of the child. Colors used to denote particular properties are also held constant … so for example units, tens, and hundreds are consistently colored green, blue, and red … Vowels are consistently red … consonants are blue. … The high degree of similarity across Montessori materials might facilitate children’s learning by making old information more easily accessible and transferable when learning new information.",Montessori,Academic/Cognitive,Example,excerpt,Meaningful Contexts for Learning,excerpt_dataset,
excerpt_793,"In one study illustrating the negative impact of deadlines on task interest, Stanford University undergraduates were given a crossword puzzle–creating game called AdLib (Amabile, DeJong, & Lepper, 1976). Some students were told, either directly or implicitly, that there was a deadline for completing the games, after which their data would be of no use. In fact this deadline could be easily met. Others were told only to work as fast as they could, and yet others were not given any information about working fast or completing by a certain time. All participants actually completed the games in the allotted time, confirming that the deadline was a comfortable one. Interest in the game was measured both by how much time participants spent on it during a later free period and by their answers on a quesionnaire about their interest. Students who had been told to work fast and students with no deadline spent over half of their free time in the subsequent period continuing to play AdLib, whereas students in both deadline conditions spent less than a third of their time playing it. Given free choice, then, those with deadlines were simply not as interested in the game later as those who had played it earlier without deadlines. Responses on the questionnaire also reflected varying degrees of interest, with the deadline group reporting less interest in and enjoyment of AdLib. Merely being led to believe one had a deadline decreased motivation for the task.",Traditional,Academic,Study,excerpt,Choice and Perceived Control,excerpt_dataset,
excerpt_794,"A later study replicated this result with a different task. College students were asked to play a game of Labyrinth, a motor skill task requiring one to move a metal ball through a maze suspended on a wooden frame (Reader & Dollinger, 1982). All of the students were asked to get the ball through the maze as quickly and accurately as possible, and half of the students were also asked to set a timer for 10 minutes, in effect giving them a deadline. After 10 minutes, the experimenter returned (for all participants), engaged them in another task, and then left them alone in the room with Labyrinth and some magazines for 8 minutes during which they were instructed to do as they please. Over half of the participants who had played without a deadline spontaneously played the game during these 8 minutes, whereas fewer than a third of those who played with the timer did so.",Traditional,Academic,Study,excerpt,Choice and Perceived Control,excerpt_dataset,
excerpt_795,"Although deadlines set by others have a negative impact on task interest and motivation, self-imposed deadlines do not. Indeed, studies suggest that students even work faster when they impose their own deadlines. In one study comparing self- to instructor-imposed deadlines, students who set their own deadlines for coursework complied with their self-imposed schedules better and completed work faster than students on an instructor-imposed schedule (Roberts, Fulton, & Semb, 1988). This fits with what is known as self-determination theory (Ryan & Deci, 2000)",Montessori,Academic,Study,excerpt,Choice and Perceived Control,excerpt_dataset,
excerpt_796,"If a child is not choosing to follow up on a lesson, the teacher can bring it up at this meeting as they examine the Work Journal together. The teacher might say, ""I see you have not followed up on the Grammar Box lesson I gave you on Tuesday. When do you plan to do that?"" The child makes a time commitment, but it comes from himself or herself. The child has a sense of control.",Montessori,Academic,Example,excerpt,Choice and Perceived Control,excerpt_dataset,
excerpt_797,"Montessori materials incorporate control of error. For example, the Wooden Cylinders, the set of graduated wooden cylinders described in chapter 1, control error because if a child puts a cylinder into a hole that is too large, there will be a leftover cylinder at the end. All of the sets of matching Sensorial Materials, such as Sound Cylinders and Color Tablets (chapter 4), also result in a leftover item if the child errs. For the Spindle Box (chapter 2), if a child counts incorrectly for one slot, the error should become apparent when the numbers fail to work out for subsequent slots. Likewise, when the child builds the Pink Tower, described in chapter 2, if the child skips a block in the sequence, later the child will be confronted with a block that is larger than the one under it. A child can easily spot such an error. For many Montessori materials, then, corrective feedback from the teacher is unnecessary; a child can clearly see if he or she made an error due to incorporation of control of error in the Montessori materials.",Montessori,Academic,Example,excerpt,Extrinsic Rewards and Motivation,excerpt_dataset,
excerpt_798,"Another way error is controlled by the materials is through the use of a standard material against which children can compare their own work, allowing them to find their own errors. When children are doing geography, for example, they use large (about 18"" x 30"") Wooden Maps (see Figure 5.1). The countries are painted different colors, and each has a knob allowing it to be easily lifted out. As mentioned in chapter 2, after initial work simply putting the ""puzzle"" together (which in itself is self-correcting), the child traces each country onto another sheet of paper, recreating the map",Montessori,Academic,Example,excerpt,Extrinsic Rewards and Motivation,excerpt_dataset,
excerpt_799,"Montessori children also get feedback indirectly from peers via peer teaching (described in chapter 7). In explaining how to do a certain kind of 180 Montessori work to a peer, a child can see whether his or her explanation was effective. If a child does not really understand how to do a certain kind of work, he or she cannot explain it well to another child. ""There is nothing which makes you learn more than teaching someone else, especially when you don’t know the subject very well. The struggles of the other act like a control of error for yourself and urge you to acquire more knowledge in order to give him what he needs"" (Montessori, 1989, p. 69).",Montessori,Academic,Example,excerpt,Extrinsic Rewards and Motivation,excerpt_dataset,
excerpt_800,"Parents probably find it easier to enact orderly routines and keep an orderly house with children who are better at self-regulation, and perhaps the children ""cause"" the adult behavior. However, even if some reverse directions of effect are sometimes partly responsible for findings, it is likely that parent-to-child effects also occur. This is suggested by the fact that adult imposition of structure improves the outcomes of children with ADHD (MTA Cooperative Group, 1999) and that when parents enact bedtime routines, children’s sleep patterns improve (Seymour, Brock, During, & Poole, 1989).",Traditional,Environment,Study,excerpt,Order in Environment and Mind,excerpt_dataset,
excerpt_801,"Family stress, for example, is related to disruption in family routines (Steinglass, Bennett, Wolin, & Reiss, 1987), a sort of disorder, and would be expected to also directly impact children’s development if stress is responsible for less orderly routines and (independently) for worse outcomes. The disrupted routines themselves might have no direct effect on child functioning. Another potential third variable is family income. Several studies have noted that a feature of low-income children’s homes is the lack of order (Klaus & Gray, 1968; Pavenstedt, 1965), and low-income families are also often less educated and bear other features that could independently lead to poorer child outcomes.",Traditional,Environment,Study,excerpt,Order in Environment and Mind,excerpt_dataset,
excerpt_802,"""Two dimensions emerged from the responses: regularity and predictability of family routines, and the degree to which a routine has symbolic significance. Children’s academic competence was also assessed four years later, at age 8. Results indicated that both the predictability and the symbolic meaning of routines at age 4 were significantly related to children’s overall academic achievement at age 8. Predictability at 4 was also particularly related to math achievement at 8"" (Fiese & Kline,1993, described in Fiese, 2001) ",Traditional,Environment/Social,Study,excerpt,Order in Environment and Mind,excerpt_dataset,
excerpt_803,"""HOME inventory (Home Observation for Measurement of the Environment), a frequently used measure in child development research""/""grouped into six clusters, with clusters relevant to such issues as emotional and verbal responsiveness of the mother and organization of the home. Importantly, the clusters were arrived at largely by statistical procedure"" (Bradley, personal communication, August 2003)/""Down syndrome children’s scores on intelligence tests tend to decrease over time, ""predicted by scores on the organization factor of the HOME inventory 6 months earlier"" (Piper & Ramsay, 1980)",Traditional,Cognitive/Environment,Study/Material,excerpt,Order in Environment and Mind,excerpt_dataset,
excerpt_804,"Second, the current test-oriented system of American schools surely leads many teachers to emphasize performance: schools need students to pass the state exams or the schools’ funding suffers.",Traditional,Academic,Example,excerpt,Extrinsic Rewards and Motivation,excerpt_dataset,
excerpt_805,"In some of this other research, American junior high and high school students who perceived their classes as emphasizing mastery of material over performance also reported using more effective learning strategies, expressed a preference for challenging tasks, saw their effort as more tied to success, and liked their classes better than did students who saw their classes as dominated by performance goals (Ames & Archer, 1988).",Montessori,Academic,Study,excerpt,Extrinsic Rewards and Motivation,excerpt_dataset,
excerpt_806,". A more recent study found this again for middle school students, focusing particularly on the shift from smaller elementary to larger middle schools (Anderman, Maehr, & Midgley, 1999). In a middle school in which teachers emphasized mastery rather than performance and competition, students experienced less of the downward shift in motivation typically seen at the middle school transition. Students at a school where teachers emphasized competition and relative ability tended to adopt performance goals and focus on grades",Montessori,Academic,Study,excerpt,Extrinsic Rewards and Motivation,excerpt_dataset,
excerpt_807,"Traditional school practices, such as whole-class instruction and ability grouping, tend to increase concerns about evaluation, social comparison, and competitiveness (Eccles, Midgley, et al., 1993), and thus would be expected to bring about poorer learning outcomes",Traditional,Academic,Study,excerpt,Extrinsic Rewards and Motivation,excerpt_dataset,
excerpt_808,"As described in chapter 1, children who worked with Sandpaper Letters spontaneously began to write, and Dr. Montessori was interested in seeing if they could then read. To examine the transfer to reading, she made cards with the names of different toys on them, and brought a basket of the toys to the children, to use as rewards. If children could read the name on a card, she promised, they could play with the toy as a reward. Like many adults, she assumed rewards were positive and even necessary to get children to engage in difficult tasks. The children, however, showed her differently. They eagerly read the words, but showed no interest in the toys, asking instead for another word to read. This suggested to her that a challenging activity, reading (for new readers), could be motivating in and of itself. The extrinsic reward of playing with a toy was not valued, and in fact seemed an undesired distraction from their real mission. Using new, important abilities was apparently more inspiring than was playing with toys. Dr. Montessori was very interested by this reaction and followed it up on other occasions.",Montessori,Academic,Study,excerpt,Extrinsic Rewards and Motivation,excerpt_dataset,
excerpt_809,"According to Montessori theory, we have a human tendency toward perfection. This postulated tendency is reminiscent of what the psychologist Michael Kubovy calls virtuosity: humans the world over take pleasure in doing things well (1999). I",Montessori,Academic,Example,excerpt,Extrinsic Rewards and Motivation,excerpt_dataset,
excerpt_810,"Primary children shake and listen to the various sounds of the Sound Cylinders, wooden cylinders filled with objects that make different noises when shaken. There are two of each Sound Cylinder, and the child’s task is to listen carefully and pair them up. ",Montessori,Cognitive,Material,excerpt,The Impact of Movement on Learning and Cognition,excerpt_dataset,
excerpt_811,"In another Sensorial exercise, children remove Color Tablets from boxes and line them up from darkest to lightest, or match Color Tablets by color first, and later (as color perception becomes more finely tuned) by increasing more similar hues.",Montessori,Cognitive,Material,excerpt,The Impact of Movement on Learning and Cognition,excerpt_dataset,
excerpt_812,"In another exercise, the Rough and Smooth Boards, children feel different degrees of roughness and smoothness on sandpaper tablets, and pair them or arrange them from smoothest to roughest.",Montessori,Cognitive,Material,excerpt,The Impact of Movement on Learning and Cognition,excerpt_dataset,
excerpt_813,"There are three materials, introduced after the Wooden Cylinders described in chapter 1, to teach three basic concepts: size (the Pink Tower), thickness (the Brown Stair), and length (the Red Rods). These materials are described in some detail to give a flavor of how Montessori materials have been integrally designed to gradually introduce children to increasingly complex concepts.",Montessori,Cognitive,Material,excerpt,The Impact of Movement on Learning and Cognition,excerpt_dataset,
excerpt_814,"The next Sensorial Material to be introduced in the curriculum is the Brown Stair, shown in Figure 2.3: 10 solid oblong wooden blocks (""prisms"") of the same length, but of gradually increasing height and width, that can be arranged like a staircase. The height and width of the smallest Brown Stair prism are one-tenth the height and width of the largest one; the ones in between are successively one centimeter different along both dimensions. The children’s task is to arrange the prisms from smallest to largest, creating a stair. The mathematical concept of squares is inherent in the materials, as it would take four of the first prism to make the second, nine of the first to make the third, and so on. In building the stair, the child is introduced to the rudiments of such concepts and is given a reason to attend to relative height and width (to arrange them in sequence). ",Montessori,Cognitive,Material,excerpt,The Impact of Movement on Learning and Cognition,excerpt_dataset,
excerpt_815,"The next material is the Red Rods, shown in Figure 2.4. These rods are all of the same thickness, 2.5 cm on each side. This size was intentionally chosen to be thick enough to support the length of the rods, yet be easily grasped by a small child’s hand. The rods vary only in length. The shortest one is 10 cm long, and each successive one is 10 cm longer than the previous one, so the longest rod is 100 cm. One Montessori teacher observed to me that some children do not appear even to see the difference in these lengths at first, but must learn to perceive the difference. The teacher assists the child’s learning by showing the child how widely one has to stretch one’s arms to hold the longest one versus a shorter one, how the rods differ in weight, and so on. With the help of their bodies, children learn to perceive the differences in the Red Rods and to line them up from shortest to longest. In addition to helping children perceive dimension (which leads into math, as described below), these materials assist children in learning to reason and decide, to concentrate on an activity, to work toward a goal, and so on.",Montessori,Cognitive,Material,excerpt,The Impact of Movement on Learning and Cognition,excerpt_dataset,
excerpt_816,"Manipulatives can vary in their usefulness, with some studies showing that children sometimes make interpretations very different from what adults intended (DeLoache, Uttal, & Pierroutsakos, 1998). At other times, as much of the research presented here suggests, they can be used successfully (e.g., Sayeki, Ueno, & Nagasaka, 1991).",Montessori,Cognitive,Study,excerpt,The Impact of Movement on Learning and Cognition,excerpt_dataset,
excerpt_817,"When children are reintroduced to the Binomial Cube in Elementary, they are specifically shown how it embodies the binomial formula. The Montessori material is a hands-on instantiation of what the formula represents. ",Montessori,Academic,Material,excerpt,The Impact of Movement on Learning and Cognition,excerpt_dataset,
excerpt_818,"These materials can seem like small miracles to those of us who went through traditional math courses, plugging numbers into formulas often without understanding what the formulas represent",Traditional,Academic,Example,excerpt,The Impact of Movement on Learning and Cognition,excerpt_dataset,
excerpt_819,"Movement is also incorporated into other areas of the Montessori curriculum, such as botany and geography. For example, while learning the parts of a plant, children draw the plant parts (see Figure 2.9)",Montessori,Academic,Example,excerpt,The Impact of Movement on Learning and Cognition,excerpt_dataset,
excerpt_820,"In traditional schooling, children might occasionally have projects where they work with their hands (and these projects are usually well regarded by children), but much of their learning is from listening to the teacher, taking notes, and memorizing for tests.",Traditional,Academic,Example,excerpt,The Impact of Movement on Learning and Cognition,excerpt_dataset,
excerpt_821,"In traditional schooling, children might occasionally have projects where they work with their hands (and these projects are usually well regarded by children), but much of their learning is from listening to the teacher, taking notes, and memorizing for tests.",Traditional,Academic,Example,excerpt,The Impact of Movement on Learning and Cognition,excerpt_dataset,
excerpt_822,"A great deal of their learning geography, then, involves movement that is consistent with thought: move the puzzle pieces, trace the country, draw the country, color the country in, and so on.",Montessori,Academic,Example,excerpt,The Impact of Movement on Learning and Cognition,excerpt_dataset,
excerpt_823,"Within such an organized environment] the child’s personality begins to organize itself and reveal its characteristics"" (Montessori, 1917/1965, p. 70). She therefore developed an organized system of education, and her recommendations to teachers regarding the classroom specify that it be kept in good order. Yet there is a sense in which Montessori is very disorderly, as compared to Traditional schools: there is no set daily schedule. This allows for a degree of child choice and control.",Montessori,Academic,Study,excerpt,Order in Environment and Mind,excerpt_dataset,
excerpt_824,New textbooks and programs are adopted from one year to the next. This all creates disorder in the curriculum. ,Traditional,Academic,Example,excerpt,Order in Environment and Mind,excerpt_dataset,
excerpt_825,"""children have some opportunity for choices. For example, they may be assigned to activities, but are able to choose how they use the materials” (Peisner-Feinberg et al., 2000, p. 13). Considering both preschool and elementary programs in terms of temporal structure, one sees that the child goes from a preschool system that might have little adult-imposed temporal order to a tightly ordered elementary school system. Tight structure and order are positive, as was seen in chapter 8, but this has to be viewed against the backdrop established in chapter 3: children thrive when they have a sense of choice and control.",Traditional,Academic,Study,excerpt,Order in Environment and Mind,excerpt_dataset,
excerpt_826,"The other half of the subjects saw the same tree structure, but the items were inserted into the tree randomly, thus ""Masonry"" might have been at the top, with ""Precious"" and ""Metals"" on the branches below. Memory was markedly impacted by the organization of the material during the learning phase. For example, on one trial, participants shown an organized structure recalled an average of 73 of 112 words,",Montessori,Academic,Study,excerpt,Order in Environment and Mind,excerpt_dataset,
excerpt_827,"""undergraduates were asked to memorize a list of words in a hierarchical tree structure"" (Bower, Clark, Lesgold, & Winzenz, 1969) If the unschooled children were given a structural organization that made sense to them, their memory capacities might prove equivalent to those of schooled children. The structural organization involved was a diorama of a miniature town, into which 20 small items, including animals, cars, people, and so on, were logically placed while the children, Maya and American 8- and 9-year-olds, looked on. The 20 objects were then replaced into the pool of 80 items from which they were drawn, and the children were asked to reconstruct the scene. Although the Maya sample had shown much poorer memory previously on a standard list task, their performance was even slightly better than that of the American children in this organized task. Although children learn to memorize lists of unrelated items in Traditional schools, one might question whether this is a good use of their processing resources.Transitive inference tasks are ones in which one learns that A > B and B > C, and one must infer that A > C. When the stimuli from which children made inferences were arranged in a physical order that mirrored their conceptual relations, children made correct inferences significantly more often than when the stimuli were arranged randomly. All of these studies suggest that organization at the task level assists cognitive processes.",Traditional,Academic,Study,excerpt,Order in Environment and Mind,excerpt_dataset,
excerpt_828,"She also made interesting observations about how children play hiding games that pertain to order. Dr. Montessori recounted that Piaget once played a hiding game with one of his children, hiding an object under a pillow, having his child leave the room, moving the object to another pillow, and then asking the child to find it. When the child did not see the object under the first pillow, the child gave up. Piaget then showed the child how he had moved the object, and repeated the procedure. The child behaved in exactly the same way, whereupon Piaget lifted the second pillow and asked, ""Didn’t you see I put it here?"" (on the prior hiding trial). ""Yes,"" his child replied, ""but it should be there"" (pointing to the first pillow) (Montessori, 1966, pp. 53–54). Although to Piaget this task was probably about inference, to Dr. Montessori the incident was about the child’s need to find the object in its proper place. She also noted that children often play hide-and-seek by hiding in the same place over and over, or in the place where the last hider was just found. She saw this as also reflecting a need for order, for there being set places and times for objects and events. ",Montessori,Behavioral/Social,Example,excerpt,Order in Environment and Mind,excerpt_dataset,
excerpt_829,"In traditional schooling, the preschool years are considered an important time for social learning, and children are often free to play together. When children hit elementary school, social time is over: children usually are moved to separate desks and must generally work and be tested alone. Yet this is opposite to what we know about children: preschoolers often prefer parallel play, since their social skills are often not well honed. In elementary school, children become intensely social, and really want to interact with each other",Traditional,Social,Example,excerpt,Education for Children,excerpt_dataset,
excerpt_830,"Montessori works with children the way they are. It capitalizes on the fact that children can learn very well from peers and excellent materials, freeing the teacher to work with children individually and in small groups. Elementary school children usually love to work together, children learn well when they work together, and in Montessori classrooms, they can do so.",Montessori,Social,Example,excerpt,Education for Children,excerpt_dataset,
excerpt_831,"Traditional schooling often separates learning from the context of use. One result is that sometimes children learn information and procedures in school, but cannot see how they are relevant or can be applied outside of the school context",Traditional,Academic,Example,excerpt,Education for Children,excerpt_dataset,
excerpt_832,"In Montessori classrooms, the hands-on materials provide a context that can make application more obvious. As children get older, individual interests take them out into the community via the Going Out program, allowing learning to be directly connected to the contexts from which it arises and to which it applies",Montessori,Academic ,Example,excerpt,Education for Children,excerpt_dataset,
excerpt_833,"Traditional schooling does not appear to mandate any one way that a teacher should teach, but psychological research clearly suggests more optimal ways for adults to interact with children. Children need firm structure and warm love, and to be treated in ways that recognize their need for freedom with guidance. They are harmed by evaluations that suggest static personal qualities, even positive ones",Traditional,Academic,Study,excerpt,Education for Children,excerpt_dataset,
excerpt_834,"Dr. Montessori captured these optimal styles of interaction in her discussions of how a teacher should behave toward the children. She also incorporated control of error in the materials, which largely frees the teacher and child from an openly evaluative relationship.",Montessori,Academic,Example,excerpt,Education for Children,excerpt_dataset,
excerpt_835,"Montessori education guides children closely in their discoveries, with the intention that with repeated use they cannot fail to discover what the materials are explicitly designed to teach",Montessori,Academic,Example,excerpt,Education for Children,excerpt_dataset,
excerpt_836,"Because mental development occurs when the child has to resolve disequilibrium by changing his or her mind, or “accommodating,” to incorporate new ideas, peers can be an important engine of development (De Lisi & Golbeck, 1999; Piaget, 1926). Vygotsky argued that learning occurs in a zone of proximal development, meaning over tasks one cannot yet accomplish alone but can accomplish in the company of a more advanced other. In his view, slightly advanced peers serve as important leaders of development (Hogan & Tudge, 1999; Vygotsky, 1978).",Montessori,Academic,Study,excerpt,Learning from Peers,excerpt_dataset,
excerpt_837,". In the early 1960s, the psychologist Albert Bandura provided the classic evidence that learning can occur through observation and imitation (Bandura, Ross, & Ross, 1963). Bandura showed children films of an adult hitting a wobbly blow-up “Bobo” doll and noted that children were later apt to behave toward the doll as the adult had. According to behaviorists, such learning should not have occurred, because children were not rewarded directly for the behaviors they later enacted. The studies made the point that learning can occur by simply watching what others do, irrespective of personal rewards. Along with other important developments at the time, Bandura’s work helped to turn the dominant paradigm of American psychology from behaviorism to cognitive science",Montessori,Academic,Study,excerpt,Learning from Peers,excerpt_dataset,
excerpt_838,"Dr. Montessori described an early case in which it became apparent to her that children’s tendency to imitate others can be a useful source of inlearning from peers 197 spiration in school, advancing children to new abilities. This observation, called the “explosion” into writing, recurs annually in well-functioning Montessori Primary classrooms when the first 4-year-old suddenly realizes, after months of working with the preparatory materials, that he or she can write. “The first word to be written by one of them brought a great outburst of joy and laughter. Everyone looked admiringly at ‘the writer,’ and thus they felt moved to follow his example. ‘I can do it too!’ they cried. The achievement of one started off the whole group” (Montessori, 1967a, p. 231). Other 4-year-olds, having also been indirectly prepared to write through the use of knobs on Wooden Cylinders and other materials, pencils in Metal Insets, and so on, as was described in chapter 1, spontaneously began writing in reaction to having observed a first child reaching that landmark. Obviously children also see others learn to write in traditional schools; what is unique in Montessori is the series of steps, all visible and imitable, that lead children along the path to writing, so that a community of 4-year-olds can discover they already have the ability to write once they see it done by another child.",Montessori,Academic,Example,excerpt,Learning from Peers,excerpt_dataset,
excerpt_839,"Children also can learn about social behavior in Montessori classrooms by observing how others behave in natural, nonscripted situations. Whereas in traditional classrooms, children learn how to sit still and listen to the teacher, in Montessori, they can learn how to interact with each other. The oldest children in the classroom can serve as examples to the younger ones. “The undisciplined child enters into discipline by working in the company of others, not by being told that he is naughty” (Montessori, 1967a, p. 246).",Montessori,Social,Example,excerpt,Learning from Peers,excerpt_dataset,
excerpt_840,". Dr. Montessori also noted that by observing older children, younger ones can see what they will later be able to do themselves, and that this is motivating. “To understand what the older ones are doing fills the little ones with enthusiasm” (1967a, p. 228).",Montessori,Academic,Example,excerpt,Learning from Peers,excerpt_dataset,
excerpt_841,"One might wonder how learning by observation in a Montessori classroom is possible for the oldest children, who are working at the highest levels with many of the available materials. Facilitating their learning by observation, Dr. Montessori urged that children be allowed to visit other classrooms. “The classroom for those of three to six is not even rigidly separated from that of the children from seven to nine. Thus, children of six can get ideas from the class above. . . . One can always go for an intellectual walk!” (1967a, p 227).",Montessori,Academic,Example,excerpt,Learning from Peers,excerpt_dataset,
excerpt_842,"In contrast, in traditional schools, people’s sense is usually that smaller classes are better for children. Research on this is actually equivocal, at least as regards achievement (Ehrenberg, Brewer, Gamoran, & Willms, 2001).",Traditional,Academic,Example,excerpt,Learning from Peers,excerpt_dataset,
excerpt_843,"Anecdotally, Montessorians report that when more than one adult is active in a classroom, children are less apt to work independently and with each other, but turn instead to an adult. Other arguments for a single teacher, such as integration of knowledge, were discussed in chapter 4.",Montessori,Academic,Example,excerpt,Learning from Peers,excerpt_dataset,
excerpt_844,"One study of the efficacy of such a system (“Classwide Peer Tutoring”) involved first- and second-grade classrooms in low-income schools (Greenwood et al., 1987). Classrooms were randomly assigned to tutoring and control conditions for spelling. In control classrooms, teachers used standard methods of teaching spelling: a workbook with word lists and vocabulary exercises, chalkboard, self-study, and homework assignments. In classrooms that used the tutoring program, the tutoring process described earlier replaced some in-class spelling work. Over the two years of the study, children in the peer tutoring classrooms were spelling 87% of the words correctly on average, whereas children in other classrooms were spelling 75% of words correctly. This is not an enormous difference, but it is certainly a meaningful one. Peering tutoring programs also appear to confer many social benefits on the classroom (Fantuzzo, Riggio, Connelly, & Dimeff, 1989; Maheady & Sainato, 1985). In addition, they apparently benefit learning other topics and over the long term",Montessori,Academic,Study,excerpt,Learning from Peers,excerpt_dataset,
excerpt_845,"In one demonstration of these benefits, a follow-up study expanded the peer tutoring to cover reading, math, and language, and examined children’s performance over multiple years. Children in the tutoring program performed significantly better than those in the control group on all three topics both immediately and two years later, when they had moved on to middle school and no longer had the program. They also performed better in two nontutored topics: science and social studies. They even performed as well as children in a higher SES group in all these areas (Greenwood et al., 1989). In addition, fewer children from the peer tutoring group were placed in special-education classes (Greenwood, Terry, Utley, Montagna, & Walker, 1993). This study is among many suggesting that peer tutoring programs, appropriately structured, improve learning in traditional schools and that the benefits extend across time and topics (see Topping & Ehly, 1998).",Montessori,Academic,Study,excerpt,Learning from Peers,excerpt_dataset,
